	e7.5	e7.5	e7.5	e7.5	e7.5
HXB1_MOUSE.H11MO.0.D	8.484162895927572e-3	8.484162895927572e-3	8.484162895927572e-3	8.484162895927572e-3	8.484162895927572e-3
HXB4_MOUSE.H11MO.0.A	3.259975318798847e-2	3.259975318798847e-2	3.259975318798847e-2	3.259975318798847e-2	3.259975318798847e-2
HXB6_MOUSE.H11MO.0.D	7.764294529000404e-3	7.764294529000404e-3	7.764294529000404e-3	7.764294529000404e-3	7.764294529000404e-3
HXB7_MOUSE.H11MO.0.C	1.4294529000411393e-2	1.4294529000411393e-2	1.4294529000411393e-2	1.4294529000411393e-2	1.4294529000411393e-2
HXB8_MOUSE.H11MO.0.C	9.10633484162896e-2	9.10633484162896e-2	9.10633484162896e-2	9.10633484162896e-2	9.10633484162896e-2
HXC6_MOUSE.H11MO.0.D	8.026532291238175e-2	8.026532291238175e-2	8.026532291238175e-2	8.026532291238175e-2	8.026532291238175e-2
HXC8_MOUSE.H11MO.0.D	1.593994241053065e-2	1.593994241053065e-2	1.593994241053065e-2	1.593994241053065e-2	1.593994241053065e-2
HXD10_MOUSE.H11MO.0.D	8.844097079391156e-3	8.844097079391156e-3	8.844097079391156e-3	8.844097079391156e-3	8.844097079391156e-3
HXD13_MOUSE.H11MO.0.D	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3
HXD4_MOUSE.H11MO.0.D	2.113327848621971e-2	2.113327848621971e-2	2.113327848621971e-2	2.113327848621971e-2	2.113327848621971e-2
HXD9_MOUSE.H11MO.0.D	1.5991361579596908e-2	1.5991361579596908e-2	1.5991361579596908e-2	1.5991361579596908e-2	1.5991361579596908e-2
IKZF1_MOUSE.H11MO.0.C	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4
INSM1_MOUSE.H11MO.0.C	2.93089263677504e-3	2.93089263677504e-3	2.93089263677504e-3	2.93089263677504e-3	2.93089263677504e-3
IRF1_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
IRF2_MOUSE.H11MO.0.B	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
IRF3_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
IRF4_MOUSE.H11MO.0.A	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
IRF5_MOUSE.H11MO.0.D	8.74125874125875e-3	8.74125874125875e-3	8.74125874125875e-3	8.74125874125875e-3	8.74125874125875e-3
IRF7_MOUSE.H11MO.0.C	2.725215960510119e-3	2.725215960510119e-3	2.725215960510119e-3	2.725215960510119e-3	2.725215960510119e-3
IRF8_MOUSE.H11MO.0.A	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
IRF9_MOUSE.H11MO.0.C	3.136569313039905e-2	3.136569313039905e-2	3.136569313039905e-2	3.136569313039905e-2	3.136569313039905e-2
ISL1_MOUSE.H11MO.0.A	7.095845331139494e-3	7.095845331139494e-3	7.095845331139494e-3	7.095845331139494e-3	7.095845331139494e-3
ITF2_MOUSE.H11MO.0.B	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3
JUN_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
JUNB_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
JUND_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
KAISO_MOUSE.H11MO.0.B	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
KAISO_MOUSE.H11MO.1.B	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
KAISO_MOUSE.H11MO.2.B	1.7482517482517723e-3	1.7482517482517723e-3	1.7482517482517723e-3	1.7482517482517723e-3	1.7482517482517723e-3
KLF15_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
KLF1_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
KLF3_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
KLF4_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
KLF5_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
KLF6_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
KLF8_MOUSE.H11MO.0.C	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
LEF1_MOUSE.H11MO.0.B	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3
LHX2_MOUSE.H11MO.0.A	1.794529000411349e-2	1.794529000411349e-2	1.794529000411349e-2	1.794529000411349e-2	1.794529000411349e-2
LHX3_MOUSE.H11MO.0.C	2.1390374331550777e-2	2.1390374331550777e-2	2.1390374331550777e-2	2.1390374331550777e-2	2.1390374331550777e-2
LHX6_MOUSE.H11MO.0.C	7.712875359934257e-4	7.712875359934257e-4	7.712875359934257e-4	7.712875359934257e-4	7.712875359934257e-4
LYL1_MOUSE.H11MO.0.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
MAF_MOUSE.H11MO.0.A	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3
MAF_MOUSE.H11MO.1.A	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4
MAFA_MOUSE.H11MO.0.D	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4	3.5993418346358386e-4
MAFB_MOUSE.H11MO.0.B	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4
MAFF_MOUSE.H11MO.0.A	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
MAFF_MOUSE.H11MO.1.A	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
MAFG_MOUSE.H11MO.0.A	7.712875359934257e-4	7.712875359934257e-4	7.712875359934257e-4	7.712875359934257e-4	7.712875359934257e-4
MAFG_MOUSE.H11MO.1.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
MAFK_MOUSE.H11MO.0.A	3.0851501439732587e-4	3.0851501439732587e-4	3.0851501439732587e-4	3.0851501439732587e-4	3.0851501439732587e-4
MAFK_MOUSE.H11MO.1.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
MAX_MOUSE.H11MO.0.A	1.9539284245166932e-3	1.9539284245166932e-3	1.9539284245166932e-3	1.9539284245166932e-3	1.9539284245166932e-3
MAZ_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
MAZ_MOUSE.H11MO.1.A	0.0	0.0	0.0	0.0	0.0
MBD2_MOUSE.H11MO.0.B	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
MCR_MOUSE.H11MO.0.D	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3
MECP2_MOUSE.H11MO.0.C	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
MEF2A_MOUSE.H11MO.0.A	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3
MEF2C_MOUSE.H11MO.0.A	6.3759769642122155e-3	6.3759769642122155e-3	6.3759769642122155e-3	6.3759769642122155e-3	6.3759769642122155e-3
MEF2D_MOUSE.H11MO.0.A	6.06746194981489e-3	6.06746194981489e-3	6.06746194981489e-3	6.06746194981489e-3	6.06746194981489e-3
MEIS1_MOUSE.H11MO.0.A	1.8356643356643332e-2	1.8356643356643332e-2	1.8356643356643332e-2	1.8356643356643332e-2	1.8356643356643332e-2
MEIS1_MOUSE.H11MO.1.A	1.0283833813246046e-3	1.0283833813246046e-3	1.0283833813246046e-3	1.0283833813246046e-3	1.0283833813246046e-3
MEIS2_MOUSE.H11MO.0.B	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3
MITF_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
MLXPL_MOUSE.H11MO.0.D	2.211024269847761e-3	2.211024269847761e-3	2.211024269847761e-3	2.211024269847761e-3	2.211024269847761e-3
MSGN1_MOUSE.H11MO.0.C	5.090497737556543e-3	5.090497737556543e-3	5.090497737556543e-3	5.090497737556543e-3	5.090497737556543e-3
MSX2_MOUSE.H11MO.0.D	2.8846153846153855e-2	2.8846153846153855e-2	2.8846153846153855e-2	2.8846153846153855e-2	2.8846153846153855e-2
MSX3_MOUSE.H11MO.0.D	4.26779103249697e-3	4.26779103249697e-3	4.26779103249697e-3	4.26779103249697e-3	4.26779103249697e-3
MTF1_MOUSE.H11MO.0.C	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
MXI1_MOUSE.H11MO.0.A	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
MXI1_MOUSE.H11MO.1.A	5.810366104483711e-3	5.810366104483711e-3	5.810366104483711e-3	5.810366104483711e-3	5.810366104483711e-3
MYB_MOUSE.H11MO.0.A	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3
MYBA_MOUSE.H11MO.0.C	4.833401892225475e-3	4.833401892225475e-3	4.833401892225475e-3	4.833401892225475e-3	4.833401892225475e-3
MYBB_MOUSE.H11MO.0.D	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3
MYC_MOUSE.H11MO.0.A	1.5939942410531094e-3	1.5939942410531094e-3	1.5939942410531094e-3	1.5939942410531094e-3	1.5939942410531094e-3
MYCN_MOUSE.H11MO.0.A	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3
MYF5_MOUSE.H11MO.0.D	8.741258741258306e-4	8.741258741258306e-4	8.741258741258306e-4	8.741258741258306e-4	8.741258741258306e-4
MYF6_MOUSE.H11MO.0.C	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
MYOD1_MOUSE.H11MO.0.A	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4
MYOD1_MOUSE.H11MO.1.A	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4
MYOG_MOUSE.H11MO.0.A	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4
NANOG_MOUSE.H11MO.0.A	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3
NANOG_MOUSE.H11MO.1.A	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3
NDF1_MOUSE.H11MO.0.A	2.262443438914019e-3	2.262443438914019e-3	2.262443438914019e-3	2.262443438914019e-3	2.262443438914019e-3
NDF2_MOUSE.H11MO.0.A	1.9539284245166932e-3	1.9539284245166932e-3	1.9539284245166932e-3	1.9539284245166932e-3	1.9539284245166932e-3
NF2L1_MOUSE.H11MO.0.C	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4
NF2L2_MOUSE.H11MO.0.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
NFAC1_MOUSE.H11MO.0.A	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
NFAC1_MOUSE.H11MO.1.A	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3
NFAC2_MOUSE.H11MO.0.C	5.913204442616227e-3	5.913204442616227e-3	5.913204442616227e-3	5.913204442616227e-3	5.913204442616227e-3
NFAC2_MOUSE.H11MO.1.C	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3
NFAC3_MOUSE.H11MO.0.B	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3	6.684491978609652e-3
NFAC4_MOUSE.H11MO.0.C	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3
NFAT5_MOUSE.H11MO.0.D	5.141916906622801e-3	5.141916906622801e-3	5.141916906622801e-3	5.141916906622801e-3	5.141916906622801e-3
NFE2_MOUSE.H11MO.0.A	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
NFIA_MOUSE.H11MO.0.C	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3
NFIA_MOUSE.H11MO.1.D	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3
NFIB_MOUSE.H11MO.0.C	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
NFIC_MOUSE.H11MO.0.A	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3
NFIC_MOUSE.H11MO.1.A	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4	6.684491978609097e-4
NFIL3_MOUSE.H11MO.0.C	8.844097079391156e-3	8.844097079391156e-3	8.844097079391156e-3	8.844097079391156e-3	8.844097079391156e-3
NFKB1_MOUSE.H11MO.0.A	2.46812011517894e-3	2.46812011517894e-3	2.46812011517894e-3	2.46812011517894e-3	2.46812011517894e-3
NFKB2_MOUSE.H11MO.0.C	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3
NFYA_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
NFYB_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
NFYC_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0
NGN2_MOUSE.H11MO.0.C	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3
NKX21_MOUSE.H11MO.0.A	5.39901275195398e-3	5.39901275195398e-3	5.39901275195398e-3	5.39901275195398e-3	5.39901275195398e-3
NKX22_MOUSE.H11MO.0.A	2.982311805841187e-3	2.982311805841187e-3	2.982311805841187e-3	2.982311805841187e-3	2.982311805841187e-3
NKX25_MOUSE.H11MO.0.A	4.216371863430712e-3	4.216371863430712e-3	4.216371863430712e-3	4.216371863430712e-3	4.216371863430712e-3
NKX28_MOUSE.H11MO.0.C	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3	5.039078568490285e-3
NKX31_MOUSE.H11MO.0.C	7.712875359934146e-3	7.712875359934146e-3	7.712875359934146e-3	7.712875359934146e-3	7.712875359934146e-3
NKX32_MOUSE.H11MO.0.B	1.0643767996709186e-2	1.0643767996709186e-2	1.0643767996709186e-2	1.0643767996709186e-2	1.0643767996709186e-2
NKX61_MOUSE.H11MO.0.A	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3
NKX61_MOUSE.H11MO.1.A	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3	1.3883175647881885e-3
NOBOX_MOUSE.H11MO.0.C	8.895516248457414e-3	8.895516248457414e-3	8.895516248457414e-3	8.895516248457414e-3	8.895516248457414e-3
NR0B1_MOUSE.H11MO.0.D	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3
NR1D1_MOUSE.H11MO.0.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
NR1D1_MOUSE.H11MO.1.C	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3	5.758946935417564e-3
NR1D2_MOUSE.H11MO.0.A	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
NR1H2_MOUSE.H11MO.0.D	1.2649115590292026e-2	1.2649115590292026e-2	1.2649115590292026e-2	1.2649115590292026e-2	1.2649115590292026e-2
NR1H3_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
NR1H3_MOUSE.H11MO.1.A	7.712875359934257e-4	7.712875359934257e-4	7.712875359934257e-4	7.712875359934257e-4	7.712875359934257e-4
NR1H3_MOUSE.H11MO.2.A	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3	1.1826408885232675e-3
NR1H4_MOUSE.H11MO.0.A	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4	2.0567667626492092e-4
NR1H4_MOUSE.H11MO.1.A	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
NR1I2_MOUSE.H11MO.0.C	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3
NR1I2_MOUSE.H11MO.1.D	5.090497737556543e-3	5.090497737556543e-3	5.090497737556543e-3	5.090497737556543e-3	5.090497737556543e-3
NR1I3_MOUSE.H11MO.0.C	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3	2.159605100781614e-3
NR1I3_MOUSE.H11MO.1.D	6.735911147675799e-3	6.735911147675799e-3	6.735911147675799e-3	6.735911147675799e-3	6.735911147675799e-3
NR2C1_MOUSE.H11MO.0.C	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3
NR2C2_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
NR2E3_MOUSE.H11MO.0.C	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3	3.033730974907445e-3
NR2F6_MOUSE.H11MO.0.D	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4
NR4A1_MOUSE.H11MO.0.B	4.576306046894296e-3	4.576306046894296e-3	4.576306046894296e-3	4.576306046894296e-3	4.576306046894296e-3
NR4A2_MOUSE.H11MO.0.C	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3	1.2854792266556725e-3
NR4A3_MOUSE.H11MO.0.D	1.5425750719868514e-3	1.5425750719868514e-3	1.5425750719868514e-3	1.5425750719868514e-3	1.5425750719868514e-3
NR5A2_MOUSE.H11MO.0.A	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3
NR6A1_MOUSE.H11MO.0.D	4.781982723159217e-3	4.781982723159217e-3	4.781982723159217e-3	4.781982723159217e-3	4.781982723159217e-3
NRF1_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0
OLIG2_MOUSE.H11MO.0.A	3.0851501439732587e-4	3.0851501439732587e-4	3.0851501439732587e-4	3.0851501439732587e-4	3.0851501439732587e-4
OLIG2_MOUSE.H11MO.1.A	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4
ONEC2_MOUSE.H11MO.0.D	6.771904566022213e-2	6.771904566022213e-2	6.771904566022213e-2	6.771904566022213e-2	6.771904566022213e-2
OTX1_MOUSE.H11MO.0.D	6.118881118881148e-3	6.118881118881148e-3	6.118881118881148e-3	6.118881118881148e-3	6.118881118881148e-3
OTX2_MOUSE.H11MO.0.A	2.200740436034554e-2	2.200740436034554e-2	2.200740436034554e-2	2.200740436034554e-2	2.200740436034554e-2
OVOL1_MOUSE.H11MO.0.C	8.844097079391156e-3	8.844097079391156e-3	8.844097079391156e-3	8.844097079391156e-3	8.844097079391156e-3
OVOL2_MOUSE.H11MO.0.C	0.14813862607980255	0.14813862607980255	0.14813862607980255	0.14813862607980255	0.14813862607980255
P53_MOUSE.H11MO.0.A	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3	1.2340600575894145e-3
P53_MOUSE.H11MO.1.A	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
P63_MOUSE.H11MO.0.B	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3	2.365281777046535e-3
P63_MOUSE.H11MO.1.B	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3	1.1312217194570096e-3
P73_MOUSE.H11MO.0.B	2.725215960510119e-3	2.725215960510119e-3	2.725215960510119e-3	2.725215960510119e-3	2.725215960510119e-3
P73_MOUSE.H11MO.1.B	1.5425750719868514e-3	1.5425750719868514e-3	1.5425750719868514e-3	1.5425750719868514e-3	1.5425750719868514e-3
PAX2_MOUSE.H11MO.0.D	5.090497737556543e-3	5.090497737556543e-3	5.090497737556543e-3	5.090497737556543e-3	5.090497737556543e-3
PAX3_MOUSE.H11MO.0.D	1.7636774989716164e-2	1.7636774989716164e-2	1.7636774989716164e-2	1.7636774989716164e-2	1.7636774989716164e-2
PAX5_MOUSE.H11MO.0.A	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4	5.656108597285048e-4
PAX6_MOUSE.H11MO.0.C	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3	4.93624023035788e-3
PAX8_MOUSE.H11MO.0.D	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3
PBX1_MOUSE.H11MO.0.A	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4	5.141916906622468e-4
PBX1_MOUSE.H11MO.1.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
PBX1_MOUSE.H11MO.2.C	7.40436034553682e-3	7.40436034553682e-3	7.40436034553682e-3	7.40436034553682e-3	7.40436034553682e-3
PBX2_MOUSE.H11MO.0.C	7.712875359934146e-3	7.712875359934146e-3	7.712875359934146e-3	7.712875359934146e-3	7.712875359934146e-3
PBX3_MOUSE.H11MO.0.A	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
PDX1_MOUSE.H11MO.0.B	1.635129576306049e-2	1.635129576306049e-2	1.635129576306049e-2	1.635129576306049e-2	1.635129576306049e-2
PEBB_MOUSE.H11MO.0.C	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
PIT1_MOUSE.H11MO.0.C	3.6507610037022076e-3	3.6507610037022076e-3	3.6507610037022076e-3	3.6507610037022076e-3	3.6507610037022076e-3
PITX1_MOUSE.H11MO.0.C	1.2237762237762184e-2	1.2237762237762184e-2	1.2237762237762184e-2	1.2237762237762184e-2	1.2237762237762184e-2
PITX2_MOUSE.H11MO.0.D	7.764294529000404e-3	7.764294529000404e-3	7.764294529000404e-3	7.764294529000404e-3	7.764294529000404e-3
PKNX1_MOUSE.H11MO.0.A	4.1135335252984184e-4	4.1135335252984184e-4	4.1135335252984184e-4	4.1135335252984184e-4	4.1135335252984184e-4
PLAG1_MOUSE.H11MO.0.D	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4	1.0283833813240495e-4
PO2F1_MOUSE.H11MO.0.C	6.787330316742057e-3	6.787330316742057e-3	6.787330316742057e-3	6.787330316742057e-3	6.787330316742057e-3
PO2F2_MOUSE.H11MO.0.B	3.3936651583710287e-3	3.3936651583710287e-3	3.3936651583710287e-3	3.3936651583710287e-3	3.3936651583710287e-3
PO3F1_MOUSE.H11MO.0.C	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3	1.4911559029205934e-3
PO3F2_MOUSE.H11MO.0.A	1.074660633484159e-2	1.074660633484159e-2	1.074660633484159e-2	1.074660633484159e-2	1.074660633484159e-2
PO3F2_MOUSE.H11MO.1.A	7.764294529000404e-3	7.764294529000404e-3	7.764294529000404e-3	7.764294529000404e-3	7.764294529000404e-3
PO4F2_MOUSE.H11MO.0.D	1.9642122583299004e-2	1.9642122583299004e-2	1.9642122583299004e-2	1.9642122583299004e-2	1.9642122583299004e-2
PO5F1_MOUSE.H11MO.0.A	7.250102838338157e-3	7.250102838338157e-3	7.250102838338157e-3	7.250102838338157e-3	7.250102838338157e-3
PO5F1_MOUSE.H11MO.1.A	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3	4.164952694364454e-3
PO6F1_MOUSE.H11MO.0.D	0.873406005758947	0.873406005758947	0.873406005758947	0.873406005758947	0.873406005758947
PPARA_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
PPARA_MOUSE.H11MO.1.A	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4	8.227067050596837e-4
PPARD_MOUSE.H11MO.0.D	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4
PPARG_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
PPARG_MOUSE.H11MO.1.A	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4	7.198683669271677e-4
PRD14_MOUSE.H11MO.0.A	4.833401892225475e-3	4.833401892225475e-3	4.833401892225475e-3	4.833401892225475e-3	4.833401892225475e-3
PRD16_MOUSE.H11MO.0.B	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5	5.1419169066257986e-5
PRDM1_MOUSE.H11MO.0.A	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4	2.570958453311789e-4
