	e8.5	e8.5	e8.5	e8.5	e8.5	e8.5
TWST1_MOUSE.H11MO.1.B	9.677283628560795e-4	9.677283628560795e-4	9.677283628560795e-4	9.677283628560795e-4	9.677283628560795e-4	9.677283628560795e-4
TYY1_MOUSE.H11MO.0.A	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
UBIP1_MOUSE.H11MO.0.D	0.0	0.0	0.0	0.0	0.0	0.0
USF1_MOUSE.H11MO.0.A	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4	3.786763159001616e-4
USF2_MOUSE.H11MO.0.A	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4	2.9452602347790346e-4
VDR_MOUSE.H11MO.0.A	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3	1.0939538014894667e-3
VDR_MOUSE.H11MO.1.A	1.809231287078772e-3	1.809231287078772e-3	1.809231287078772e-3	1.809231287078772e-3	1.809231287078772e-3	1.809231287078772e-3
VSX2_MOUSE.H11MO.0.C	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3	5.469769007447334e-3
WT1_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0	0.0
WT1_MOUSE.H11MO.1.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
XBP1_MOUSE.H11MO.0.C	5.553919299869592e-3	5.553919299869592e-3	5.553919299869592e-3	5.553919299869592e-3	5.553919299869592e-3	5.553919299869592e-3
ZBT17_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
ZBT18_MOUSE.H11MO.0.D	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4	3.3660116968903253e-4
ZBT7A_MOUSE.H11MO.0.B	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3	1.89338157950103e-3
ZBTB6_MOUSE.H11MO.0.D	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
ZEB1_MOUSE.H11MO.0.B	4.6282660832241973e-4	4.6282660832241973e-4	4.6282660832241973e-4	4.6282660832241973e-4	4.6282660832241973e-4	4.6282660832241973e-4
ZEP1_MOUSE.H11MO.0.D	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
ZEP2_MOUSE.H11MO.0.D	2.1879076029789335e-3	2.1879076029789335e-3	2.1879076029789335e-3	2.1879076029789335e-3	2.1879076029789335e-3	2.1879076029789335e-3
ZFHX3_MOUSE.H11MO.0.D	1.5862330121597212e-2	1.5862330121597212e-2	1.5862330121597212e-2	1.5862330121597212e-2	1.5862330121597212e-2	1.5862330121597212e-2
ZFP42_MOUSE.H11MO.0.A	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4
ZFP57_MOUSE.H11MO.0.B	2.3562081878234498e-3	2.3562081878234498e-3	2.3562081878234498e-3	2.3562081878234498e-3	2.3562081878234498e-3	2.3562081878234498e-3
ZFX_MOUSE.H11MO.0.B	0.0	0.0	0.0	0.0	0.0	0.0
ZFX_MOUSE.H11MO.1.B	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4	2.1037573105564533e-4
ZIC1_MOUSE.H11MO.0.B	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3	1.0518786552783377e-3
ZIC2_MOUSE.H11MO.0.C	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
ZIC3_MOUSE.H11MO.0.A	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5	4.2075146211129066e-5
ZKSC1_MOUSE.H11MO.0.A	2.7348845037236114e-3	2.7348845037236114e-3	2.7348845037236114e-3	2.7348845037236114e-3	2.7348845037236114e-3	2.7348845037236114e-3
ZN143_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
ZN148_MOUSE.H11MO.0.D	0.0	0.0	0.0	0.0	0.0	0.0
ZN281_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
ZN322_MOUSE.H11MO.0.B	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4
ZN335_MOUSE.H11MO.0.A	0.0	0.0	0.0	0.0	0.0	0.0
ZN335_MOUSE.H11MO.1.A	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4	1.6830058484451627e-4
ZN423_MOUSE.H11MO.0.D	3.0756931880338234e-2	3.0756931880338234e-2	3.0756931880338234e-2	3.0756931880338234e-2	3.0756931880338234e-2	3.0756931880338234e-2
ZN431_MOUSE.H11MO.0.C	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4	8.835780704338214e-4
