	e8.5	e8.5	e8.5	e8.5	e8.5	e8.5
NR1I2_MOUSE.H11MO.0.C	3.9681917082256196e-4	3.9681917082256196e-4	3.9681917082256196e-4	3.9681917082256196e-4	3.9681917082256196e-4	3.9681917082256196e-4
NR1I2_MOUSE.H11MO.1.D	2.942888154949458e-4	2.942888154949458e-4	2.942888154949458e-4	2.942888154949458e-4	2.942888154949458e-4	2.942888154949458e-4
NR1I3_MOUSE.H11MO.0.C	4.998324787693114e-4	4.998324787693114e-4	4.998324787693114e-4	4.998324787693114e-4	4.998324787693114e-4	4.998324787693114e-4
NR1I3_MOUSE.H11MO.1.D	2.2799361678016244e-4	2.2799361678016244e-4	2.2799361678016244e-4	2.2799361678016244e-4	2.2799361678016244e-4	2.2799361678016244e-4
NR2C1_MOUSE.H11MO.0.C	6.935013906832701e-4	6.935013906832701e-4	6.935013906832701e-4	6.935013906832701e-4	6.935013906832701e-4	6.935013906832701e-4
NR2C2_MOUSE.H11MO.0.A	9.939546977991633e-4	9.939546977991633e-4	9.939546977991633e-4	9.939546977991633e-4	9.939546977991633e-4	9.939546977991633e-4
NR2E3_MOUSE.H11MO.0.C	4.442367626115052e-4	4.442367626115052e-4	4.442367626115052e-4	4.442367626115052e-4	4.442367626115052e-4	4.442367626115052e-4
NR2F6_MOUSE.H11MO.0.D	8.256982297069554e-4	8.256982297069554e-4	8.256982297069554e-4	8.256982297069554e-4	8.256982297069554e-4	8.256982297069554e-4
NR4A1_MOUSE.H11MO.0.B	3.937285199901002e-4	3.937285199901002e-4	3.937285199901002e-4	3.937285199901002e-4	3.937285199901002e-4	3.937285199901002e-4
NR4A2_MOUSE.H11MO.0.C	5.773674974550722e-4	5.773674974550722e-4	5.773674974550722e-4	5.773674974550722e-4	5.773674974550722e-4	5.773674974550722e-4
NR4A3_MOUSE.H11MO.0.D	4.981100054692535e-4	4.981100054692535e-4	4.981100054692535e-4	4.981100054692535e-4	4.981100054692535e-4	4.981100054692535e-4
NR5A2_MOUSE.H11MO.0.A	4.7976218894465257e-4	4.7976218894465257e-4	4.7976218894465257e-4	4.7976218894465257e-4	4.7976218894465257e-4	4.7976218894465257e-4
NR6A1_MOUSE.H11MO.0.D	4.266371221378686e-4	4.266371221378686e-4	4.266371221378686e-4	4.266371221378686e-4	4.266371221378686e-4	4.266371221378686e-4
NRF1_MOUSE.H11MO.0.A	4.3095352986086905e-3	4.3095352986086905e-3	4.3095352986086905e-3	4.3095352986086905e-3	4.3095352986086905e-3	4.3095352986086905e-3
OLIG2_MOUSE.H11MO.0.A	1.3150405198649687e-3	1.3150405198649687e-3	1.3150405198649687e-3	1.3150405198649687e-3	1.3150405198649687e-3	1.3150405198649687e-3
OLIG2_MOUSE.H11MO.1.A	8.056892690452254e-4	8.056892690452254e-4	8.056892690452254e-4	8.056892690452254e-4	8.056892690452254e-4	8.056892690452254e-4
ONEC2_MOUSE.H11MO.0.D	6.974522742811981e-5	6.974522742811981e-5	6.974522742811981e-5	6.974522742811981e-5	6.974522742811981e-5	6.974522742811981e-5
OTX1_MOUSE.H11MO.0.D	3.402571409343632e-4	3.402571409343632e-4	3.402571409343632e-4	3.402571409343632e-4	3.402571409343632e-4	3.402571409343632e-4
OTX2_MOUSE.H11MO.0.A	2.0172373679192183e-4	2.0172373679192183e-4	2.0172373679192183e-4	2.0172373679192183e-4	2.0172373679192183e-4	2.0172373679192183e-4
OVOL1_MOUSE.H11MO.0.C	1.8358728425754543e-4	1.8358728425754543e-4	1.8358728425754543e-4	1.8358728425754543e-4	1.8358728425754543e-4	1.8358728425754543e-4
OVOL2_MOUSE.H11MO.0.C	9.359051184180467e-5	9.359051184180467e-5	9.359051184180467e-5	9.359051184180467e-5	9.359051184180467e-5	9.359051184180467e-5
P53_MOUSE.H11MO.0.A	6.635298172291079e-4	6.635298172291079e-4	6.635298172291079e-4	6.635298172291079e-4	6.635298172291079e-4	6.635298172291079e-4
P53_MOUSE.H11MO.1.A	5.655640785530023e-4	5.655640785530023e-4	5.655640785530023e-4	5.655640785530023e-4	5.655640785530023e-4	5.655640785530023e-4
P63_MOUSE.H11MO.0.B	5.822237928134212e-4	5.822237928134212e-4	5.822237928134212e-4	5.822237928134212e-4	5.822237928134212e-4	5.822237928134212e-4
P63_MOUSE.H11MO.1.B	7.837308581434858e-4	7.837308581434858e-4	7.837308581434858e-4	7.837308581434858e-4	7.837308581434858e-4	7.837308581434858e-4
P73_MOUSE.H11MO.0.B	5.642386284494969e-4	5.642386284494969e-4	5.642386284494969e-4	5.642386284494969e-4	5.642386284494969e-4	5.642386284494969e-4
P73_MOUSE.H11MO.1.B	5.958279928519789e-4	5.958279928519789e-4	5.958279928519789e-4	5.958279928519789e-4	5.958279928519789e-4	5.958279928519789e-4
PAX2_MOUSE.H11MO.0.D	2.4260130534091258e-4	2.4260130534091258e-4	2.4260130534091258e-4	2.4260130534091258e-4	2.4260130534091258e-4	2.4260130534091258e-4
PAX3_MOUSE.H11MO.0.D	1.119073350900573e-4	1.119073350900573e-4	1.119073350900573e-4	1.119073350900573e-4	1.119073350900573e-4	1.119073350900573e-4
PAX5_MOUSE.H11MO.0.A	7.312865161696613e-4	7.312865161696613e-4	7.312865161696613e-4	7.312865161696613e-4	7.312865161696613e-4	7.312865161696613e-4
PAX6_MOUSE.H11MO.0.C	2.9503255378178473e-4	2.9503255378178473e-4	2.9503255378178473e-4	2.9503255378178473e-4	2.9503255378178473e-4	2.9503255378178473e-4
PAX8_MOUSE.H11MO.0.D	3.0323062192623554e-4	3.0323062192623554e-4	3.0323062192623554e-4	3.0323062192623554e-4	3.0323062192623554e-4	3.0323062192623554e-4
PBX1_MOUSE.H11MO.0.A	8.202025182478128e-4	8.202025182478128e-4	8.202025182478128e-4	8.202025182478128e-4	8.202025182478128e-4	8.202025182478128e-4
PBX1_MOUSE.H11MO.1.A	1.727763929396761e-3	1.727763929396761e-3	1.727763929396761e-3	1.727763929396761e-3	1.727763929396761e-3	1.727763929396761e-3
PBX1_MOUSE.H11MO.2.C	1.7683154648625242e-4	1.7683154648625242e-4	1.7683154648625242e-4	1.7683154648625242e-4	1.7683154648625242e-4	1.7683154648625242e-4
PBX2_MOUSE.H11MO.0.C	1.9420462355246033e-4	1.9420462355246033e-4	1.9420462355246033e-4	1.9420462355246033e-4	1.9420462355246033e-4	1.9420462355246033e-4
PBX3_MOUSE.H11MO.0.A	1.4712902422646722e-3	1.4712902422646722e-3	1.4712902422646722e-3	1.4712902422646722e-3	1.4712902422646722e-3	1.4712902422646722e-3
PDX1_MOUSE.H11MO.0.B	1.9541645558212727e-4	1.9541645558212727e-4	1.9541645558212727e-4	1.9541645558212727e-4	1.9541645558212727e-4	1.9541645558212727e-4
PEBB_MOUSE.H11MO.0.C	5.103695445087733e-4	5.103695445087733e-4	5.103695445087733e-4	5.103695445087733e-4	5.103695445087733e-4	5.103695445087733e-4
PIT1_MOUSE.H11MO.0.C	1.8248878474481185e-4	1.8248878474481185e-4	1.8248878474481185e-4	1.8248878474481185e-4	1.8248878474481185e-4	1.8248878474481185e-4
PITX1_MOUSE.H11MO.0.C	3.646621453177381e-4	3.646621453177381e-4	3.646621453177381e-4	3.646621453177381e-4	3.646621453177381e-4	3.646621453177381e-4
PITX2_MOUSE.H11MO.0.D	1.633624940646323e-4	1.633624940646323e-4	1.633624940646323e-4	1.633624940646323e-4	1.633624940646323e-4	1.633624940646323e-4
PKNX1_MOUSE.H11MO.0.A	8.613698114998963e-4	8.613698114998963e-4	8.613698114998963e-4	8.613698114998963e-4	8.613698114998963e-4	8.613698114998963e-4
PLAG1_MOUSE.H11MO.0.D	1.3073882100753038e-3	1.3073882100753038e-3	1.3073882100753038e-3	1.3073882100753038e-3	1.3073882100753038e-3	1.3073882100753038e-3
PO2F1_MOUSE.H11MO.0.C	2.448162883377944e-4	2.448162883377944e-4	2.448162883377944e-4	2.448162883377944e-4	2.448162883377944e-4	2.448162883377944e-4
PO2F2_MOUSE.H11MO.0.B	3.691327672043405e-4	3.691327672043405e-4	3.691327672043405e-4	3.691327672043405e-4	3.691327672043405e-4	3.691327672043405e-4
PO3F1_MOUSE.H11MO.0.C	2.4077149887067077e-4	2.4077149887067077e-4	2.4077149887067077e-4	2.4077149887067077e-4	2.4077149887067077e-4	2.4077149887067077e-4
PO3F2_MOUSE.H11MO.0.A	1.7929025748504395e-4	1.7929025748504395e-4	1.7929025748504395e-4	1.7929025748504395e-4	1.7929025748504395e-4	1.7929025748504395e-4
PO3F2_MOUSE.H11MO.1.A	2.1504370138511865e-4	2.1504370138511865e-4	2.1504370138511865e-4	2.1504370138511865e-4	2.1504370138511865e-4	2.1504370138511865e-4
PO4F2_MOUSE.H11MO.0.D	1.7304660433582205e-4	1.7304660433582205e-4	1.7304660433582205e-4	1.7304660433582205e-4	1.7304660433582205e-4	1.7304660433582205e-4
PO5F1_MOUSE.H11MO.0.A	2.5279468275094983e-4	2.5279468275094983e-4	2.5279468275094983e-4	2.5279468275094983e-4	2.5279468275094983e-4	2.5279468275094983e-4
PO5F1_MOUSE.H11MO.1.A	4.252340022301205e-4	4.252340022301205e-4	4.252340022301205e-4	4.252340022301205e-4	4.252340022301205e-4	4.252340022301205e-4
PO6F1_MOUSE.H11MO.0.D	4.080409213640654e-5	4.080409213640654e-5	4.080409213640654e-5	4.080409213640654e-5	4.080409213640654e-5	4.080409213640654e-5
PPARA_MOUSE.H11MO.0.A	9.525866573491456e-4	9.525866573491456e-4	9.525866573491456e-4	9.525866573491456e-4	9.525866573491456e-4	9.525866573491456e-4
PPARA_MOUSE.H11MO.1.A	8.611302772229709e-4	8.611302772229709e-4	8.611302772229709e-4	8.611302772229709e-4	8.611302772229709e-4	8.611302772229709e-4
PPARD_MOUSE.H11MO.0.D	7.591601929408185e-4	7.591601929408185e-4	7.591601929408185e-4	7.591601929408185e-4	7.591601929408185e-4	7.591601929408185e-4
PPARG_MOUSE.H11MO.0.A	9.550880438836255e-4	9.550880438836255e-4	9.550880438836255e-4	9.550880438836255e-4	9.550880438836255e-4	9.550880438836255e-4
PPARG_MOUSE.H11MO.1.A	9.168343220042452e-4	9.168343220042452e-4	9.168343220042452e-4	9.168343220042452e-4	9.168343220042452e-4	9.168343220042452e-4
PRD14_MOUSE.H11MO.0.A	3.7855434495929656e-4	3.7855434495929656e-4	3.7855434495929656e-4	3.7855434495929656e-4	3.7855434495929656e-4	3.7855434495929656e-4
PRD16_MOUSE.H11MO.0.B	1.7556465993856206e-3	1.7556465993856206e-3	1.7556465993856206e-3	1.7556465993856206e-3	1.7556465993856206e-3	1.7556465993856206e-3
PRDM1_MOUSE.H11MO.0.A	7.393135280668004e-4	7.393135280668004e-4	7.393135280668004e-4	7.393135280668004e-4	7.393135280668004e-4	7.393135280668004e-4
PRDM5_MOUSE.H11MO.0.A	1.2239074899993282e-3	1.2239074899993282e-3	1.2239074899993282e-3	1.2239074899993282e-3	1.2239074899993282e-3	1.2239074899993282e-3
PRDM5_MOUSE.H11MO.1.A	1.0397915637556875e-3	1.0397915637556875e-3	1.0397915637556875e-3	1.0397915637556875e-3	1.0397915637556875e-3	1.0397915637556875e-3
PRDM9_MOUSE.H11MO.0.C	8.697817653860339e-4	8.697817653860339e-4	8.697817653860339e-4	8.697817653860339e-4	8.697817653860339e-4	8.697817653860339e-4
PRGR_MOUSE.H11MO.0.A	4.441119383064222e-4	4.441119383064222e-4	4.441119383064222e-4	4.441119383064222e-4	4.441119383064222e-4	4.441119383064222e-4
PRGR_MOUSE.H11MO.1.A	9.263630796213203e-4	9.263630796213203e-4	9.263630796213203e-4	9.263630796213203e-4	9.263630796213203e-4	9.263630796213203e-4
PROP1_MOUSE.H11MO.0.C	1.3682154689073124e-4	1.3682154689073124e-4	1.3682154689073124e-4	1.3682154689073124e-4	1.3682154689073124e-4	1.3682154689073124e-4
PRRX1_MOUSE.H11MO.0.D	2.8014923180825054e-4	2.8014923180825054e-4	2.8014923180825054e-4	2.8014923180825054e-4	2.8014923180825054e-4	2.8014923180825054e-4
PRRX2_MOUSE.H11MO.0.C	1.643836722578876e-4	1.643836722578876e-4	1.643836722578876e-4	1.643836722578876e-4	1.643836722578876e-4	1.643836722578876e-4
PTF1A_MOUSE.H11MO.0.A	1.5277404365983604e-3	1.5277404365983604e-3	1.5277404365983604e-3	1.5277404365983604e-3	1.5277404365983604e-3	1.5277404365983604e-3
PTF1A_MOUSE.H11MO.1.A	1.3283105171875429e-3	1.3283105171875429e-3	1.3283105171875429e-3	1.3283105171875429e-3	1.3283105171875429e-3	1.3283105171875429e-3
PURA_MOUSE.H11MO.0.D	1.6378239256531664e-3	1.6378239256531664e-3	1.6378239256531664e-3	1.6378239256531664e-3	1.6378239256531664e-3	1.6378239256531664e-3
RARA_MOUSE.H11MO.0.A	6.926937343137633e-4	6.926937343137633e-4	6.926937343137633e-4	6.926937343137633e-4	6.926937343137633e-4	6.926937343137633e-4
RARA_MOUSE.H11MO.1.A	9.728787313953177e-4	9.728787313953177e-4	9.728787313953177e-4	9.728787313953177e-4	9.728787313953177e-4	9.728787313953177e-4
RARA_MOUSE.H11MO.2.A	5.465322873389769e-4	5.465322873389769e-4	5.465322873389769e-4	5.465322873389769e-4	5.465322873389769e-4	5.465322873389769e-4
RARA_MOUSE.H11MO.3.A	8.208588975972302e-4	8.208588975972302e-4	8.208588975972302e-4	8.208588975972302e-4	8.208588975972302e-4	8.208588975972302e-4
RARB_MOUSE.H11MO.0.D	7.093144380245951e-4	7.093144380245951e-4	7.093144380245951e-4	7.093144380245951e-4	7.093144380245951e-4	7.093144380245951e-4
RARG_MOUSE.H11MO.0.C	6.995037439220046e-4	6.995037439220046e-4	6.995037439220046e-4	6.995037439220046e-4	6.995037439220046e-4	6.995037439220046e-4
RARG_MOUSE.H11MO.1.C	8.762755092763448e-4	8.762755092763448e-4	8.762755092763448e-4	8.762755092763448e-4	8.762755092763448e-4	8.762755092763448e-4
REL_MOUSE.H11MO.0.A	5.452011931515985e-4	5.452011931515985e-4	5.452011931515985e-4	5.452011931515985e-4	5.452011931515985e-4	5.452011931515985e-4
RELB_MOUSE.H11MO.0.C	4.207078214933712e-4	4.207078214933712e-4	4.207078214933712e-4	4.207078214933712e-4	4.207078214933712e-4	4.207078214933712e-4
REST_MOUSE.H11MO.0.A	1.127725262837705e-3	1.127725262837705e-3	1.127725262837705e-3	1.127725262837705e-3	1.127725262837705e-3	1.127725262837705e-3
RFX1_MOUSE.H11MO.0.A	1.455487576105158e-3	1.455487576105158e-3	1.455487576105158e-3	1.455487576105158e-3	1.455487576105158e-3	1.455487576105158e-3
RFX1_MOUSE.H11MO.1.A	5.728040299116373e-4	5.728040299116373e-4	5.728040299116373e-4	5.728040299116373e-4	5.728040299116373e-4	5.728040299116373e-4
RFX2_MOUSE.H11MO.0.A	8.369530560166578e-4	8.369530560166578e-4	8.369530560166578e-4	8.369530560166578e-4	8.369530560166578e-4	8.369530560166578e-4
RFX2_MOUSE.H11MO.1.A	5.011798368035768e-4	5.011798368035768e-4	5.011798368035768e-4	5.011798368035768e-4	5.011798368035768e-4	5.011798368035768e-4
RFX3_MOUSE.H11MO.0.C	7.726081263100511e-4	7.726081263100511e-4	7.726081263100511e-4	7.726081263100511e-4	7.726081263100511e-4	7.726081263100511e-4
RFX3_MOUSE.H11MO.1.C	5.482484925280846e-4	5.482484925280846e-4	5.482484925280846e-4	5.482484925280846e-4	5.482484925280846e-4	5.482484925280846e-4
RFX6_MOUSE.H11MO.0.C	7.676217039258409e-4	7.676217039258409e-4	7.676217039258409e-4	7.676217039258409e-4	7.676217039258409e-4	7.676217039258409e-4
RFX6_MOUSE.H11MO.1.C	9.013456203938669e-4	9.013456203938669e-4	9.013456203938669e-4	9.013456203938669e-4	9.013456203938669e-4	9.013456203938669e-4
RORA_MOUSE.H11MO.0.C	5.76887322340231e-4	5.76887322340231e-4	5.76887322340231e-4	5.76887322340231e-4	5.76887322340231e-4	5.76887322340231e-4
RORG_MOUSE.H11MO.0.B	5.455233855698451e-4	5.455233855698451e-4	5.455233855698451e-4	5.455233855698451e-4	5.455233855698451e-4	5.455233855698451e-4
RREB1_MOUSE.H11MO.0.D	1.0317567725643272e-3	1.0317567725643272e-3	1.0317567725643272e-3	1.0317567725643272e-3	1.0317567725643272e-3	1.0317567725643272e-3
RUNX1_MOUSE.H11MO.0.A	5.010559945356663e-4	5.010559945356663e-4	5.010559945356663e-4	5.010559945356663e-4	5.010559945356663e-4	5.010559945356663e-4
RUNX2_MOUSE.H11MO.0.A	6.982551435533472e-4	6.982551435533472e-4	6.982551435533472e-4	6.982551435533472e-4	6.982551435533472e-4	6.982551435533472e-4
RUNX3_MOUSE.H11MO.0.A	6.298216595811664e-4	6.298216595811664e-4	6.298216595811664e-4	6.298216595811664e-4	6.298216595811664e-4	6.298216595811664e-4
RXRA_MOUSE.H11MO.0.A	7.615306666641499e-4	7.615306666641499e-4	7.615306666641499e-4	7.615306666641499e-4	7.615306666641499e-4	7.615306666641499e-4
RXRA_MOUSE.H11MO.1.A	7.136814999744551e-4	7.136814999744551e-4	7.136814999744551e-4	7.136814999744551e-4	7.136814999744551e-4	7.136814999744551e-4
RXRA_MOUSE.H11MO.2.A	5.072203450795371e-4	5.072203450795371e-4	5.072203450795371e-4	5.072203450795371e-4	5.072203450795371e-4	5.072203450795371e-4
RXRB_MOUSE.H11MO.0.C	6.510955769243969e-4	6.510955769243969e-4	6.510955769243969e-4	6.510955769243969e-4	6.510955769243969e-4	6.510955769243969e-4
RXRG_MOUSE.H11MO.0.B	7.274209768046695e-4	7.274209768046695e-4	7.274209768046695e-4	7.274209768046695e-4	7.274209768046695e-4	7.274209768046695e-4
RXRG_MOUSE.H11MO.1.B	4.217347893268424e-4	4.217347893268424e-4	4.217347893268424e-4	4.217347893268424e-4	4.217347893268424e-4	4.217347893268424e-4
SALL1_MOUSE.H11MO.0.D	2.8384403106730405e-3	2.8384403106730405e-3	2.8384403106730405e-3	2.8384403106730405e-3	2.8384403106730405e-3	2.8384403106730405e-3
SALL4_MOUSE.H11MO.0.A	1.5201845719435348e-3	1.5201845719435348e-3	1.5201845719435348e-3	1.5201845719435348e-3	1.5201845719435348e-3	1.5201845719435348e-3
SIX2_MOUSE.H11MO.0.A	3.1049581763341685e-4	3.1049581763341685e-4	3.1049581763341685e-4	3.1049581763341685e-4	3.1049581763341685e-4	3.1049581763341685e-4
SIX4_MOUSE.H11MO.0.C	6.272409125235826e-4	6.272409125235826e-4	6.272409125235826e-4	6.272409125235826e-4	6.272409125235826e-4	6.272409125235826e-4
SMAD1_MOUSE.H11MO.0.D	8.922070484091909e-4	8.922070484091909e-4	8.922070484091909e-4	8.922070484091909e-4	8.922070484091909e-4	8.922070484091909e-4
SMAD2_MOUSE.H11MO.0.A	1.0979694906551565e-3	1.0979694906551565e-3	1.0979694906551565e-3	1.0979694906551565e-3	1.0979694906551565e-3	1.0979694906551565e-3
SMAD3_MOUSE.H11MO.0.B	1.650588541552932e-3	1.650588541552932e-3	1.650588541552932e-3	1.650588541552932e-3	1.650588541552932e-3	1.650588541552932e-3
SMAD4_MOUSE.H11MO.0.A	9.073120243045593e-4	9.073120243045593e-4	9.073120243045593e-4	9.073120243045593e-4	9.073120243045593e-4	9.073120243045593e-4
SMCA5_MOUSE.H11MO.0.C	5.177990501463616e-4	5.177990501463616e-4	5.177990501463616e-4	5.177990501463616e-4	5.177990501463616e-4	5.177990501463616e-4
SNAI1_MOUSE.H11MO.0.C	1.4063272891719773e-3	1.4063272891719773e-3	1.4063272891719773e-3	1.4063272891719773e-3	1.4063272891719773e-3	1.4063272891719773e-3
SNAI2_MOUSE.H11MO.0.A	6.666070421596635e-4	6.666070421596635e-4	6.666070421596635e-4	6.666070421596635e-4	6.666070421596635e-4	6.666070421596635e-4
SOX10_MOUSE.H11MO.0.B	3.368696470760859e-4	3.368696470760859e-4	3.368696470760859e-4	3.368696470760859e-4	3.368696470760859e-4	3.368696470760859e-4
SOX10_MOUSE.H11MO.1.A	6.341063196758568e-4	6.341063196758568e-4	6.341063196758568e-4	6.341063196758568e-4	6.341063196758568e-4	6.341063196758568e-4
SOX13_MOUSE.H11MO.0.D	2.4848967833247777e-4	2.4848967833247777e-4	2.4848967833247777e-4	2.4848967833247777e-4	2.4848967833247777e-4	2.4848967833247777e-4
SOX15_MOUSE.H11MO.0.D	3.080273120437159e-4	3.080273120437159e-4	3.080273120437159e-4	3.080273120437159e-4	3.080273120437159e-4	3.080273120437159e-4
SOX17_MOUSE.H11MO.0.D	4.537322083744545e-4	4.537322083744545e-4	4.537322083744545e-4	4.537322083744545e-4	4.537322083744545e-4	4.537322083744545e-4
SOX18_MOUSE.H11MO.0.D	2.411618820769346e-4	2.411618820769346e-4	2.411618820769346e-4	2.411618820769346e-4	2.411618820769346e-4	2.411618820769346e-4
SOX2_MOUSE.H11MO.0.A	2.853728969164468e-4	2.853728969164468e-4	2.853728969164468e-4	2.853728969164468e-4	2.853728969164468e-4	2.853728969164468e-4
SOX2_MOUSE.H11MO.1.A	5.0110558667212e-4	5.0110558667212e-4	5.0110558667212e-4	5.0110558667212e-4	5.0110558667212e-4	5.0110558667212e-4
SOX3_MOUSE.H11MO.0.C	5.825925031007186e-4	5.825925031007186e-4	5.825925031007186e-4	5.825925031007186e-4	5.825925031007186e-4	5.825925031007186e-4
SOX4_MOUSE.H11MO.0.A	6.82859270572518e-4	6.82859270572518e-4	6.82859270572518e-4	6.82859270572518e-4	6.82859270572518e-4	6.82859270572518e-4
SOX5_MOUSE.H11MO.0.C	1.815986147057915e-4	1.815986147057915e-4	1.815986147057915e-4	1.815986147057915e-4	1.815986147057915e-4	1.815986147057915e-4
SOX9_MOUSE.H11MO.0.A	3.905789309917762e-4	3.905789309917762e-4	3.905789309917762e-4	3.905789309917762e-4	3.905789309917762e-4	3.905789309917762e-4
SOX9_MOUSE.H11MO.1.A	7.355882526752373e-4	7.355882526752373e-4	7.355882526752373e-4	7.355882526752373e-4	7.355882526752373e-4	7.355882526752373e-4
SP1_MOUSE.H11MO.0.A	8.143900816804824e-3	8.143900816804824e-3	8.143900816804824e-3	8.143900816804824e-3	8.143900816804824e-3	8.143900816804824e-3
SP1_MOUSE.H11MO.1.A	3.92000517744201e-3	3.92000517744201e-3	3.92000517744201e-3	3.92000517744201e-3	3.92000517744201e-3	3.92000517744201e-3
SP2_MOUSE.H11MO.0.B	7.6849697171677825e-3	7.6849697171677825e-3	7.6849697171677825e-3	7.6849697171677825e-3	7.6849697171677825e-3	7.6849697171677825e-3
SP2_MOUSE.H11MO.1.C	3.7605630060995546e-3	3.7605630060995546e-3	3.7605630060995546e-3	3.7605630060995546e-3	3.7605630060995546e-3	3.7605630060995546e-3
SP3_MOUSE.H11MO.0.B	6.135389240895535e-3	6.135389240895535e-3	6.135389240895535e-3	6.135389240895535e-3	6.135389240895535e-3	6.135389240895535e-3
SP4_MOUSE.H11MO.0.B	4.971419293708385e-3	4.971419293708385e-3	4.971419293708385e-3	4.971419293708385e-3	4.971419293708385e-3	4.971419293708385e-3
SP4_MOUSE.H11MO.1.B	4.004202395390122e-3	4.004202395390122e-3	4.004202395390122e-3	4.004202395390122e-3	4.004202395390122e-3	4.004202395390122e-3
SP5_MOUSE.H11MO.0.C	5.612874005489612e-3	5.612874005489612e-3	5.612874005489612e-3	5.612874005489612e-3	5.612874005489612e-3	5.612874005489612e-3
SP5_MOUSE.H11MO.1.C	3.273696667086953e-3	3.273696667086953e-3	3.273696667086953e-3	3.273696667086953e-3	3.273696667086953e-3	3.273696667086953e-3
SP7_MOUSE.H11MO.0.A	1.7065166372162276e-4	1.7065166372162276e-4	1.7065166372162276e-4	1.7065166372162276e-4	1.7065166372162276e-4	1.7065166372162276e-4
SPI1_MOUSE.H11MO.0.A	1.5050193521370387e-3	1.5050193521370387e-3	1.5050193521370387e-3	1.5050193521370387e-3	1.5050193521370387e-3	1.5050193521370387e-3
SPIB_MOUSE.H11MO.0.A	1.36522765101358e-3	1.36522765101358e-3	1.36522765101358e-3	1.36522765101358e-3	1.36522765101358e-3	1.36522765101358e-3
SPZ1_MOUSE.H11MO.0.D	2.929908954677061e-4	2.929908954677061e-4	2.929908954677061e-4	2.929908954677061e-4	2.929908954677061e-4	2.929908954677061e-4
SRBP1_MOUSE.H11MO.0.B	5.606819008942307e-4	5.606819008942307e-4	5.606819008942307e-4	5.606819008942307e-4	5.606819008942307e-4	5.606819008942307e-4
SRBP2_MOUSE.H11MO.0.B	7.553435940712957e-4	7.553435940712957e-4	7.553435940712957e-4	7.553435940712957e-4	7.553435940712957e-4	7.553435940712957e-4
SRF_MOUSE.H11MO.0.A	4.864630881435104e-4	4.864630881435104e-4	4.864630881435104e-4	4.864630881435104e-4	4.864630881435104e-4	4.864630881435104e-4
SRY_MOUSE.H11MO.0.B	3.0256039553612426e-4	3.0256039553612426e-4	3.0256039553612426e-4	3.0256039553612426e-4	3.0256039553612426e-4	3.0256039553612426e-4
STA5A_MOUSE.H11MO.0.A	6.147051544682194e-4	6.147051544682194e-4	6.147051544682194e-4	6.147051544682194e-4	6.147051544682194e-4	6.147051544682194e-4
STA5B_MOUSE.H11MO.0.A	5.952708395082615e-4	5.952708395082615e-4	5.952708395082615e-4	5.952708395082615e-4	5.952708395082615e-4	5.952708395082615e-4
STAT1_MOUSE.H11MO.0.A	1.0226134157571e-3	1.0226134157571e-3	1.0226134157571e-3	1.0226134157571e-3	1.0226134157571e-3	1.0226134157571e-3
STAT1_MOUSE.H11MO.1.A	7.085607702608026e-4	7.085607702608026e-4	7.085607702608026e-4	7.085607702608026e-4	7.085607702608026e-4	7.085607702608026e-4
STAT2_MOUSE.H11MO.0.A	7.903959037131147e-4	7.903959037131147e-4	7.903959037131147e-4	7.903959037131147e-4	7.903959037131147e-4	7.903959037131147e-4
STAT3_MOUSE.H11MO.0.A	8.590638950985313e-4	8.590638950985313e-4	8.590638950985313e-4	8.590638950985313e-4	8.590638950985313e-4	8.590638950985313e-4
STAT4_MOUSE.H11MO.0.A	6.679229404844113e-4	6.679229404844113e-4	6.679229404844113e-4	6.679229404844113e-4	6.679229404844113e-4	6.679229404844113e-4
STAT6_MOUSE.H11MO.0.A	4.916825596268034e-4	4.916825596268034e-4	4.916825596268034e-4	4.916825596268034e-4	4.916825596268034e-4	4.916825596268034e-4
STF1_MOUSE.H11MO.0.B	7.938986209892556e-4	7.938986209892556e-4	7.938986209892556e-4	7.938986209892556e-4	7.938986209892556e-4	7.938986209892556e-4
SUH_MOUSE.H11MO.0.A	8.505445404449628e-4	8.505445404449628e-4	8.505445404449628e-4	8.505445404449628e-4	8.505445404449628e-4	8.505445404449628e-4
TAF1_MOUSE.H11MO.0.A	1.4639485995986078e-3	1.4639485995986078e-3	1.4639485995986078e-3	1.4639485995986078e-3	1.4639485995986078e-3	1.4639485995986078e-3
TAL1_MOUSE.H11MO.0.A	5.631614118390667e-4	5.631614118390667e-4	5.631614118390667e-4	5.631614118390667e-4	5.631614118390667e-4	5.631614118390667e-4
TBP_MOUSE.H11MO.0.A	3.176520475277084e-4	3.176520475277084e-4	3.176520475277084e-4	3.176520475277084e-4	3.176520475277084e-4	3.176520475277084e-4
TBX20_MOUSE.H11MO.0.C	7.209503435658565e-4	7.209503435658565e-4	7.209503435658565e-4	7.209503435658565e-4	7.209503435658565e-4	7.209503435658565e-4
TBX21_MOUSE.H11MO.0.A	6.283853767328548e-4	6.283853767328548e-4	6.283853767328548e-4	6.283853767328548e-4	6.283853767328548e-4	6.283853767328548e-4
TBX2_MOUSE.H11MO.0.D	3.703213518160499e-4	3.703213518160499e-4	3.703213518160499e-4	3.703213518160499e-4	3.703213518160499e-4	3.703213518160499e-4
